sub,POA,token,syll_dur,v_dur,vot,Av,Ahi,max23,HiDiff,F23Diff
3,2,477,0.425,0.372,0.053,39.9,17.8,17.4,22.1,22.5
4,2,660,0.2263,0.1552,0.0711,33.5,8.8,11,24.7,22.5
5,2,954,0.1435,0.0908,0.0527,29.5,3,7,26.5,22.5
5,2,973,0.1155,0.0746,0.0409,27.3,7.2,4.8,20.1,22.5
5,3,1043,0.082,0.042,0.04,36.4,-3.2,13.9,39.6,22.5
7,1,1072,0.43,0.392,0.038,31.1,7.4,8.6,23.7,22.5
7,1,1079,0.288,0.246,0.042,32.9,5.7,10.4,27.2,22.5
7,3,1202,0.12,0.083,0.037,35.9,10.8,13.4,25.1,22.5
10,2,1586,0.141,0.116,0.025,26.9,6.3,4.4,20.6,22.5
1,2,111,0.1404,0.1084,0.032,28.1,3.6,5.5,24.5,22.6
1,3,217,0.0847,0.0569,0.0278,29.9,-5.8,7.3,35.7,22.6
2,1,242,0.473,0.339,0.134,33.3,2.7,10.7,30.6,22.6
2,3,376,0.269,0.185,0.084,40.6,2.7,18,37.9,22.6
4,2,739,0.0616,0.042,0.0196,35.8,18.1,13.2,17.7,22.6
5,2,928,0.2929,0.2067,0.0862,28.9,8.4,6.3,20.5,22.6
10,2,1569,0.195,0.136,0.059,30.9,7.4,8.3,23.5,22.6
12,2,63,0.393,0.31,0.083,24.7,-2,2.1,26.7,22.6
12,3,143,0.235,0.187,0.048,31.2,-8.8,8.6,40,22.6
1,2,89,0.3425,0.283,0.0595,30.2,1.8,7.5,28.4,22.7
3,3,552,0.219,0.188,0.031,42.2,7.4,19.5,34.8,22.7
5,2,953,0.1689,0.086,0.0829,27.4,9.5,4.7,17.9,22.7
5,3,1010,0.29,0.205,0.085,36.2,-0.6,13.5,36.8,22.7
5,3,1033,0.131,0.079,0.052,30.3,-8.1,7.6,38.4,22.7
8,2,1295,0.115,0.067,0.048,44.2,27,21.5,17.2,22.7
12,2,97,0.309,0.266,0.043,24.8,-0.02,2.1,24.82,22.7
1,1,18,0.2698,0.185,0.0848,29.3,-0.9,6.5,30.2,22.8
4,2,700,0.0776,0.0598,0.0178,35.1,12.2,12.3,22.9,22.8
4,2,702,0.0746,0.0551,0.0195,35,9.3,12.2,25.7,22.8
5,2,968,0.1053,0.0752,0.0301,29.9,-0.8,7.1,30.7,22.8
7,2,1132,0.442,0.4,0.042,30.8,22.4,8,8.4,22.8
8,1,1216,0.321,0.287,0.034,43.3,2.4,20.5,40.9,22.8
11,3,131,0.187,0.153,0.034,44,4.9,21.2,39.1,22.8
1,2,106,0.1566,0.1097,0.0469,28.7,13,5.8,15.7,22.9
2,1,265,0.125,0.113,0.012,18.9,-9.4,-4,28.3,22.9
4,3,748,0.2031,0.1569,0.0462,29.5,7.5,6.6,22,22.9
7,1,1081,0.305,0.271,0.034,29.7,4.1,6.8,25.6,22.9
8,1,1231,0.293,0.234,0.059,43.8,7.4,20.9,36.4,22.9
12,1,25,0.349,0.328,0.021,19.9,-9.8,-3,29.7,22.9
1,1,46,0.0773,0.0612,0.0161,26.2,-7.7,3.2,33.9,23
1,2,145,0.1035,0.0661,0.0374,31.8,9.6,8.8,22.2,23
1,3,238,0.1627,0.1229,0.0398,27,-15.2,4,42.2,23
2,1,260,0.14,0.111,0.029,20.8,-10.2,-2.2,31,23
4,2,659,0.2275,0.16,0.0675,33.4,5.5,10.4,27.9,23
4,2,728,0.0788,0.0497,0.0291,38.7,15.3,15.7,23.4,23
5,2,921,0.2856,0.2031,0.0825,32,3.1,9,28.9,23
5,2,951,0.1589,0.0912,0.0677,29,7,6,22,23
7,3,1205,0.1,0.066,0.034,33,-1.9,10,34.9,23
10,1,1484,0.34,0.273,0.067,30,2.5,7,27.5,23
11,2,75,0.335,0.275,0.06,30.6,7.8,7.6,22.8,23
1,1,17,0.2829,0.2002,0.0827,28.4,2.2,5.3,26.2,23.1
3,3,554,0.222,0.195,0.027,43.1,6.4,20,36.7,23.1
5,3,1042,0.088,0.036,0.052,32,-7.3,8.9,39.3,23.1
8,2,1307,0.135,0.078,0.057,42.6,22.1,19.5,20.5,23.1
11,3,98,0.427,0.361,0.066,39.5,4.6,16.4,34.9,23.1
11,3,119,0.181,0.131,0.05,44.5,13.9,21.4,30.6,23.1
12,1,19,0.333,0.3,0.033,23.5,-10.3,0.4,33.8,23.1
12,2,57,0.393,0.352,0.041,28.2,0.6,5.1,27.6,23.1
1,1,40,0.0779,0.0414,0.0365,35.1,3.9,11.9,31.2,23.2
2,1,239,0.425,0.33,0.095,35.4,6.6,12.2,28.8,23.2
2,2,327,0.163,0.08,0.083,39.9,7.5,16.7,32.4,23.2
4,2,719,0.0746,0.0474,0.0272,40.1,23,16.9,17.1,23.2
7,3,1201,0.108,0.068,0.04,33.7,7.7,10.5,26,23.2
8,1,1210,0.349,0.309,0.04,44.4,3.1,21.2,41.3,23.2
8,1,1214,0.33,0.286,0.044,41.5,6.3,18.3,35.2,23.2
8,2,1266,0.426,0.364,0.062,38.9,21.8,15.7,17.1,23.2
10,2,1538,0.251,0.203,0.048,36.6,15.1,13.4,21.5,23.2
10,2,1545,0.318,0.234,0.084,32.2,17.4,9,14.8,23.2
11,2,74,0.357,0.292,0.065,30.6,6,7.4,24.6,23.2
1,3,208,0.0966,0.0547,0.0419,29,1.7,5.7,27.3,23.3
1,3,226,0.095,0.0681,0.0269,29.8,-4.9,6.5,34.7,23.3
2,3,378,0.262,0.196,0.066,37.7,3.9,14.4,33.8,23.3
3,2,520,0.128,0.117,0.011,39,15.7,15.7,23.3,23.3
5,3,1016,0.276,0.196,0.08,34.2,-13.6,10.9,47.8,23.3
6,3,3,0.259,0.208,0.051,43.9,6.9,20.6,37,23.3
11,3,137,0.198,0.149,0.049,43.9,7.4,20.6,36.5,23.3
12,3,130,0.257,0.192,0.065,29.7,-3.1,6.4,32.8,23.3
1,2,87,0.3766,0.2594,0.1172,34.1,-1.1,10.7,35.2,23.4
2,3,384,0.181,0.096,0.085,44.3,11.7,20.9,32.6,23.4
4,3,783,0.0826,0.0692,0.0134,34.6,-2.3,11.2,36.9,23.4
8,1,1218,0.377,0.315,0.062,41.8,7.8,18.4,34,23.4
12,2,80,0.3,0.243,0.057,27.5,-0.06,4.1,27.56,23.4
12,2,85,0.287,0.254,0.033,30.2,2.4,6.8,27.8,23.4
12,2,88,0.319,0.257,0.062,31.8,3.6,8.4,28.2,23.4
1,2,93,0.3539,0.2849,0.069,34.6,-2.6,11.1,37.2,23.5
1,2,109,0.1527,0.1152,0.0375,27.1,-0.2,3.6,27.3,23.5
1,3,204,0.1092,0.0847,0.0245,35.4,0.6,11.9,34.8,23.5
2,1,253,0.527,0.397,0.13,29.7,7.9,6.2,21.8,23.5
2,2,346,0.175,0.134,0.041,27.4,0.2,3.9,27.2,23.5
2,3,372,0.252,0.18,0.072,38.7,4.5,15.2,34.2,23.5
4,2,731,0.0758,0.0527,0.0231,36.1,18.5,12.6,17.6,23.5
5,2,922,0.292,0.2207,0.0713,30.7,3.8,7.2,26.9,23.5
8,3,1343,0.156,0.113,0.043,46.6,6.6,23.1,40,23.5
10,1,1477,0.388,0.293,0.095,31.7,10.5,8.2,21.2,23.5
11,1,6,0.392,0.309,0.083,31.2,7.7,7.7,23.5,23.5
12,2,54,0.43,0.39,0.04,26.1,0.6,2.6,25.5,23.5
1,2,98,0.1412,0.1108,0.0304,34.2,9.4,10.6,24.8,23.6
4,3,765,0.1344,0.0951,0.0393,30.7,0.7,7.1,30,23.6
7,1,1094,0.205,0.193,0.012,28.6,3.8,5,24.8,23.6
10,2,1546,0.36,0.291,0.069,34.7,7.8,11.1,26.9,23.6
11,3,117,0.37,0.289,0.081,41.1,13,17.5,28.1,23.6
12,2,52,0.448,0.395,0.053,27.1,-0.2,3.5,27.3,23.6
1,2,112,0.137,0.0999,0.0371,28.2,4.2,4.5,24,23.7
2,1,264,0.136,0.123,0.013,14.8,-17,-8.9,31.8,23.7
2,1,277,0.144,0.133,0.011,16.7,-7.8,-7,24.5,23.7
5,2,934,0.1821,0.1149,0.0672,30.3,5.2,6.6,25.1,23.7
7,3,1199,0.117,0.074,0.043,32.2,9.9,8.5,22.3,23.7
7,3,1200,0.117,0.082,0.035,34,5.8,10.3,28.2,23.7
8,1,1228,0.274,0.241,0.033,39.9,7.5,16.2,32.4,23.7
9,1,1363,0.293,0.238,0.055,36.5,6.8,12.8,29.7,23.7
6,2,130,0.089,0.073,0.016,35.5,11.9,11.8,23.6,23.7
1,2,123,0.0889,0.0667,0.0222,34.5,18.4,10.7,16.1,23.8
1,3,162,0.4577,0.3579,0.0998,34.4,-0.9,10.6,35.3,23.8
3,2,499,0.28,0.243,0.037,41.4,18.9,17.6,22.5,23.8
5,2,956,0.1169,0.0514,0.0655,29.1,5.1,5.3,24,23.8
5,3,1037,0.137,0.093,0.044,31.4,-9,7.6,40.4,23.8
5,3,1044,0.087,0.048,0.039,33.8,-5.7,10,39.5,23.8
6,3,24,0.173,0.142,0.031,35.1,11.3,11.3,23.8,23.8
6,3,52,0.078,0.061,0.017,41.2,8,17.4,33.2,23.8
11,1,3,0.41,0.326,0.084,24.9,5.3,1.1,19.6,23.8
11,2,67,0.378,0.317,0.061,30.5,7.5,6.7,23,23.8
11,2,70,0.35,0.279,0.071,32.1,9.5,8.3,22.6,23.8
11,3,133,0.17,0.132,0.038,43.8,10.1,20,33.7,23.8
12,1,14,0.419,0.365,0.054,21.1,-6.9,-2.7,28,23.8
1,2,138,0.1114,0.0742,0.0372,33.4,10.9,9.5,22.5,23.9
2,3,363,0.398,0.291,0.107,37.2,2.4,13.3,34.8,23.9
4,2,692,0.1463,0.1226,0.0237,33.4,11.2,9.5,22.2,23.9
4,2,693,0.1463,0.1226,0.0237,33.4,11.2,9.5,22.2,23.9
9,2,1399,0.479,0.415,0.064,36,23.5,12.1,12.5,23.9
11,2,78,0.161,0.115,0.046,42.1,16.1,18.2,26,23.9
11,3,116,0.342,0.275,0.067,41.1,8.3,17.2,32.8,23.9
12,1,16,0.38,0.35,0.03,23.4,-9.7,-0.5,33.1,23.9
12,2,61,0.377,0.327,0.05,24.1,-2.5,0.2,26.6,23.9
12,2,77,0.293,0.225,0.068,30.3,2.6,6.4,27.7,23.9
12,3,140,0.249,0.201,0.048,29.4,-10.4,5.5,39.8,23.9
7,1,1090,0.201,0.191,0.01,27.2,-8.3,3.2,35.5,24
8,1,1226,0.278,0.248,0.03,40.6,4.3,16.6,36.3,24
12,1,17,0.367,0.327,0.04,23.2,-7.5,-0.8,30.7,24
12,2,56,0.487,0.422,0.065,24.2,-5.1,0.2,29.3,24
12,2,91,0.285,0.254,0.031,28.4,6.8,4.4,21.6,24
1,1,31,0.1377,0.0947,0.043,26.5,-7.3,2.4,33.8,24.1
1,1,37,0.1554,0.1214,0.034,28.1,-8.3,4,36.4,24.1
1,3,183,0.1484,0.1118,0.0366,33.3,-4.3,9.2,37.6,24.1
4,2,717,0.0705,0.0521,0.0184,30.2,13.1,6.1,17.1,24.1
4,3,804,0.056,0.04,0.016,31,-6.1,6.9,37.1,24.1
5,2,938,0.1838,0.1084,0.0754,28,9,3.9,19,24.1
5,2,949,0.141,0.0693,0.0717,26.2,5.1,2.1,21.1,24.1
8,2,1301,0.12,0.09,0.03,38.6,27,14.5,11.6,24.1
10,1,1479,0.358,0.293,0.065,27,5.1,2.9,21.9,24.1
12,2,55,0.454,0.409,0.045,26.1,-0.7,2,26.8,24.1
12,2,68,0.387,0.319,0.068,26.4,-2.9,2.3,29.3,24.1
12,2,93,0.278,0.248,0.03,26.8,2.7,2.7,24.1,24.1
1,3,222,0.081,0.0544,0.0266,27.5,-2.3,3.3,29.8,24.2
2,3,356,0.424,0.306,0.118,37.6,11,13.4,26.6,24.2
8,2,1269,0.371,0.324,0.047,42.1,20.4,17.9,21.7,24.2
1,2,126,0.0913,0.0744,0.0169,34.6,10.7,10.3,23.9,24.3
1,3,190,0.1671,0.1266,0.0405,30.1,-10.9,5.8,41,24.3
1,3,193,0.1753,0.1192,0.0561,29.3,-12.1,5,41.4,24.3
2,3,362,0.441,0.317,0.124,38.2,5.6,13.9,32.6,24.3
2,3,386,0.151,0.101,0.05,41,5.5,16.7,35.5,24.3
5,2,936,0.1936,0.1132,0.0804,28.3,4.8,4,23.5,24.3
5,2,993,0.0852,0.0525,0.0327,37.7,4.6,13.4,33.1,24.3
7,1,1066,0.405,0.364,0.041,35,7.5,10.7,27.5,24.3
10,1,1497,0.27,0.211,0.059,29.4,1.2,5.1,28.2,24.3
10,2,1563,0.24,0.181,0.059,28.3,7.1,4,21.2,24.3
10,2,1591,0.119,0.08,0.039,24.9,4.7,0.6,20.2,24.3
11,2,64,0.422,0.346,0.076,34.3,10,10,24.3,24.3
11,2,77,0.153,0.119,0.034,44.2,17,19.9,27.2,24.3
1,1,14,0.2674,0.1781,0.0893,30.2,0.5,5.8,29.7,24.4
1,1,30,0.142,0.1213,0.0207,27.9,-6.9,3.5,34.8,24.4
1,2,152,0.1058,0.079,0.0268,34.5,9.3,10.1,25.2,24.4
1,3,197,0.1405,0.1076,0.0329,28.3,-12.7,3.9,41,24.4
2,1,240,0.457,0.354,0.103,33.5,0.3,9.1,33.2,24.4
2,3,358,0.406,0.286,0.12,37.8,7.5,13.4,30.3,24.4
3,2,503,0.304,0.267,0.037,45.5,16.6,21.1,28.9,24.4
4,3,752,0.1766,0.1286,0.048,30.7,4.6,6.3,26.1,24.4
5,2,975,0.1087,0.0588,0.0499,25.5,5.9,1.1,19.6,24.4
11,3,111,0.37,0.311,0.059,38.3,2.6,13.9,35.7,24.4
11,3,120,0.15,0.104,0.046,45.3,12.9,20.9,32.4,24.4
11,3,135,0.185,0.144,0.041,42,9,17.6,33,24.4
12,2,89,0.327,0.283,0.044,26.2,3.7,1.8,22.5,24.4
2,2,354,0.084,0.048,0.036,27.3,12.3,2.8,15,24.5
2,3,361,0.429,0.291,0.138,39.3,5.9,14.8,33.4,24.5
9,3,1466,0.172,0.139,0.033,45.7,13.1,21.2,32.6,24.5
10,2,1567,0.232,0.17,0.062,28.6,4.6,4.1,24,24.5
12,2,78,0.272,0.224,0.048,29.1,2.3,4.6,26.8,24.5
3,2,516,0.121,0.108,0.013,38.4,18.4,13.8,20,24.6
5,1,835,0.1959,0.1371,0.0588,36.2,-10.2,11.6,46.4,24.6
5,2,932,0.2082,0.126,0.0822,31.1,7.7,6.5,23.4,24.6
8,1,1215,0.33,0.275,0.055,43.6,10.9,19,32.7,24.6
9,2,1403,0.422,0.345,0.077,35.8,15.4,11.2,20.4,24.6
6,3,23,0.188,0.161,0.027,45.8,10.4,21.2,35.4,24.6
6,3,35,0.129,0.098,0.031,47.3,8.6,22.7,38.7,24.6
11,3,109,0.383,0.311,0.072,37.6,5.2,13,32.4,24.6
2,1,241,0.438,0.299,0.139,33.6,6.7,8.9,26.9,24.7
5,2,920,0.2673,0.227,0.0403,34.8,8.3,10.1,26.5,24.7
5,3,1049,0.096,0.049,0.047,33.2,-11.1,8.5,44.3,24.7
6,3,25,0.189,0.151,0.038,44.5,14.8,19.8,29.7,24.7
6,2,122,0.09,0.08,0.01,34.2,9.5,9.5,24.7,24.7
11,3,94,0.519,0.423,0.096,39.1,4.8,14.4,34.3,24.7
12,2,86,0.286,0.248,0.038,30.6,1.7,5.9,28.9,24.7
12,3,141,0.27,0.205,0.065,32.7,-7,8,39.7,24.7
5,2,971,0.1109,0.0697,0.0412,26.6,8.3,1.8,18.3,24.8
7,1,1121,0.112,0.093,0.019,26,-2.7,1.2,28.7,24.8
7,2,1129,0.504,0.454,0.05,32,24.5,7.2,7.5,24.8
8,1,1222,0.291,0.232,0.059,42.9,7.1,18.1,35.8,24.8
9,1,1382,0.106,0.064,0.042,38.4,0.4,13.6,38,24.8
6,3,20,0.17,0.151,0.019,35.7,12,10.9,23.7,24.8
6,3,30,0.161,0.129,0.032,42.8,11.6,18,31.2,24.8
1,3,185,0.0876,0.0598,0.0278,29.3,-14.6,4.4,43.9,24.9
1,3,214,0.0873,0.0616,0.0257,31.3,-3.3,6.4,34.6,24.9
3,1,405,0.447,0.394,0.053,41.4,14.9,16.5,26.5,24.9
3,2,524,0.147,0.131,0.016,37,15.7,12.1,21.3,24.9
4,1,577,0.1537,0.1053,0.0484,35.4,4.6,10.5,30.8,24.9
7,1,1091,0.211,0.201,0.01,31.5,-1.5,6.6,33,24.9
7,3,1204,0.127,0.0924,0.0346,35.5,-1.3,10.6,36.8,24.9
8,1,1229,0.279,0.251,0.028,43,1,18.1,42,24.9
8,2,1296,0.119,0.093,0.026,37.8,17.5,12.9,20.3,24.9
12,1,5,0.393,0.321,0.072,23.2,-10.3,-1.7,33.5,24.9
1,1,33,0.1611,0.1119,0.0492,26.5,-2.6,1.5,29.1,25
1,1,72,0.0753,0.0524,0.0229,27.3,-8.1,2.3,35.4,25
4,2,714,0.0794,0.0628,0.0166,33.9,13.5,8.9,20.4,25
7,1,1103,0.161,0.109,0.052,30.5,-5.2,5.5,35.7,25
10,2,1568,0.214,0.185,0.029,31.5,-1.4,6.5,32.9,25
11,2,68,0.342,0.273,0.069,33.8,11.4,8.8,22.4,25
12,1,6,0.406,0.34,0.066,23.9,-7.4,-1.1,31.3,25
1,1,55,0.067,0.0485,0.0185,28.8,-5.2,3.7,34,25.1
1,2,95,0.3627,0.2943,0.0684,29.6,9,4.5,20.6,25.1
4,1,560,0.16,0.116,0.044,38.2,6.8,13.1,31.4,25.1
4,2,663,0.2205,0.1789,0.0416,33.9,5.3,8.8,28.6,25.1
5,1,820,0.361,0.295,0.066,39.1,5.5,14,33.6,25.1
5,2,958,0.1165,0.0654,0.0511,26.6,5.5,1.5,21.1,25.1
7,1,1125,0.111,0.096,0.015,25.3,-6.8,0.2,32.1,25.1
7,2,1142,0.137,0.117,0.02,32.1,17.2,7,14.9,25.1
11,1,8,0.439,0.361,0.078,30.8,5,5.7,25.8,25.1
11,2,76,0.168,0.111,0.057,45,23,19.9,22,25.1
12,2,51,0.418,0.366,0.052,35.3,6.6,10.2,28.7,25.1
4,2,705,0.09,0.0693,0.0207,33.8,11.2,8.6,22.6,25.2
4,2,708,0.0829,0.0568,0.0261,32,7.4,6.8,24.6,25.2
4,3,811,0.1068,0.0684,0.0384,36,4.3,10.8,31.7,25.2
7,2,1126,0.427,0.373,0.054,31.1,29.9,5.9,1.2,25.2
8,1,1217,0.372,0.319,0.053,44.6,9.8,19.4,34.8,25.2
8,1,1224,0.271,0.213,0.058,44.2,6.9,19,37.3,25.2
6,3,1,0.275,0.219,0.056,48.6,17.1,23.4,31.5,25.2
11,2,66,0.376,0.295,0.081,33.2,12.7,8,20.5,25.2
12,1,20,0.326,0.306,0.02,24.8,-10.5,-0.4,35.3,25.2
12,2,58,0.404,0.359,0.045,26.7,-4.2,1.5,30.9,25.2
12,2,82,0.3,0.261,0.039,28.6,5.5,3.4,23.1,25.2
12,2,98,0.243,0.206,0.037,24.2,-1.2,-1,25.4,25.2
1,1,50,0.0736,0.0533,0.0203,21.5,-5.4,-3.8,26.9,25.3
1,2,130,0.0877,0.0648,0.0229,31.5,14.4,6.2,17.1,25.3
2,1,243,0.513,0.342,0.171,32.9,3.4,7.6,29.5,25.3
4,2,710,0.0865,0.0616,0.0249,32.9,8.5,7.6,24.4,25.3
4,2,734,0.0705,0.045,0.0255,37.5,20,12.2,17.5,25.3
8,1,1232,0.267,0.219,0.048,40.9,1.6,15.6,39.3,25.3
8,1,1237,0.228,0.207,0.021,43.1,9.5,17.8,33.6,25.3
10,1,1495,0.292,0.236,0.056,29.6,-0.1,4.3,29.7,25.3
1,1,63,0.0662,0.0498,0.0164,25.8,-4.7,0.4,30.5,25.4
1,2,105,0.1563,0.1244,0.0319,29.5,9.3,4.1,20.2,25.4
1,2,128,0.1348,0.0986,0.0362,32.6,20.6,7.2,12,25.4
2,2,310,0.24,0.136,0.104,39.1,8,13.7,31.1,25.4
3,2,522,0.145,0.127,0.018,41.7,17.4,16.3,24.3,25.4
9,1,1362,0.337,0.283,0.054,39.8,10.6,14.4,29.2,25.4
9,1,1369,0.245,0.213,0.032,39.9,7.6,14.5,32.3,25.4
6,3,28,0.19,0.142,0.048,43.7,11.9,18.3,31.8,25.4
6,3,54,0.074,0.062,0.012,37,4,11.6,33,25.4
11,3,112,0.367,0.308,0.059,41,2.6,15.6,38.4,25.4
1,1,28,0.1494,0.1273,0.0221,30,-4.1,4.5,34.1,25.5
1,2,151,0.0862,0.0551,0.0311,30.2,12.2,4.7,18,25.5
1,3,191,0.1552,0.1239,0.0313,31.8,-11.2,6.3,43,25.5
2,1,266,0.152,0.135,0.017,20.1,-11.4,-5.4,31.5,25.5
7,1,1063,0.484,0.39,0.094,36.2,6.9,10.7,29.3,25.5
7,1,1096,0.205,0.189,0.016,27.7,-1.6,2.2,29.3,25.5
7,2,1128,0.504,0.454,0.05,34.6,24.5,9.1,10.1,25.5
8,1,1219,0.339,0.293,0.046,44.3,5.1,18.8,39.2,25.5
9,3,1468,0.197,0.144,0.053,46.3,5.6,20.8,40.7,25.5
10,1,1506,0.17,0.126,0.044,33.3,-1.4,7.8,34.7,25.5
11,3,130,0.184,0.145,0.039,44.8,8,19.3,36.8,25.5
12,1,44,0.178,0.156,0.022,21.7,-3.8,-3.8,25.5,25.5
3,1,419,0.292,0.226,0.066,44.5,12,18.9,32.5,25.6
5,2,962,0.0955,0.0498,0.0457,25.7,4.1,0.1,21.6,25.6
7,1,1074,0.412,0.36,0.052,33.9,4.4,8.3,29.5,25.6
7,2,1127,0.472,0.425,0.047,32.1,26,6.5,6.1,25.6
7,2,1155,0.096,0.087,0.009,34.9,19.2,9.3,15.7,25.6
12,2,67,0.358,0.306,0.052,25.2,-6,-0.4,31.2,25.6
1,1,22,0.1619,0.0926,0.0693,32.8,-1.8,7.1,34.6,25.7
1,1,65,0.0657,0.0498,0.0159,21.9,-1.8,-3.8,23.7,25.7
1,2,141,0.1357,0.0861,0.0496,34.7,11.2,9,23.5,25.7
1,3,181,0.2387,0.2,0.0387,31,-3,5.3,34,25.7
3,2,518,0.115,0.098,0.017,40.4,27.1,14.7,13.3,25.7
1,1,74,0.0725,0.0522,0.0203,31.1,-4.2,5.3,35.3,25.8
1,2,90,0.357,0.297,0.06,30.3,7.8,4.5,22.5,25.8
3,1,404,0.395,0.328,0.067,41.5,8.4,15.7,33.1,25.8
3,2,528,0.129,0.114,0.015,39.8,13.1,14,26.7,25.8
4,2,670,0.1321,0.0877,0.0444,28.1,-6.1,2.3,34.2,25.8
4,2,691,0.0983,0.0717,0.0266,30.9,8.7,5.1,22.2,25.8
4,2,721,0.0669,0.0444,0.0225,41.8,24.1,16,17.7,25.8
7,2,1130,0.497,0.449,0.048,31.8,26.8,6,5,25.8
6,3,32,0.121,0.082,0.039,47.9,11.2,22.1,36.7,25.8
8,2,1281,0.17,0.123,0.047,38.5,16.3,12.6,22.2,25.9
2,3,394,0.115,0.066,0.049,46.3,7.7,20.3,38.6,26
5,1,841,0.2682,0.2025,0.0657,33.8,-1.7,7.8,35.5,26
5,3,1020,0.246,0.171,0.075,35.4,-7.8,9.4,43.2,26
7,1,1093,0.206,0.194,0.012,29.1,-7.7,3.1,36.8,26
7,3,1186,0.143,0.121,0.022,38.3,14.1,12.3,24.2,26
10,1,1503,0.162,0.12,0.042,35.4,6.2,9.4,29.2,26
1,2,131,0.0907,0.0636,0.0271,34.6,13.1,8.5,21.5,26.1
2,1,267,0.121,0.109,0.012,11.7,-15.3,-14.4,27,26.1
2,1,269,0.118,0.106,0.012,19,-9.1,-7.1,28.1,26.1
4,1,606,0.0875,0.0743,0.0132,26.9,-13.1,0.8,40,26.1
5,2,945,0.153,0.0854,0.0676,28.3,-0.1,2.2,28.4,26.1
7,3,1206,0.114,0.076,0.038,35.5,0.2,9.4,35.3,26.1
8,2,1299,0.122,0.093,0.029,40.6,24.6,14.5,16,26.1
9,2,1401,0.358,0.281,0.077,38.8,24.5,12.7,14.3,26.1
10,2,1571,0.192,0.156,0.036,30.9,9.5,4.8,21.4,26.1
11,1,20,0.371,0.285,0.086,28.1,-0.4,2,28.5,26.1
12,1,37,0.173,0.136,0.037,25.8,-3.9,-0.3,29.7,26.1
12,2,90,0.307,0.275,0.032,29,3.3,2.9,25.7,26.1
1,1,34,0.1432,0.1226,0.0206,28.3,-6.6,2.1,34.9,26.2
1,2,156,0.1025,0.0742,0.0283,31.7,14.2,5.5,17.5,26.2
1,3,175,0.1876,0.1515,0.0361,31,-8.6,4.8,39.6,26.2
2,2,337,0.165,0.117,0.048,31.3,0.7,5.1,30.6,26.2
5,1,818,0.343,0.285,0.058,37.7,3,11.5,34.7,26.2
7,1,1089,0.213,0.203,0.01,27.4,-0.6,1.2,28,26.2
1,2,120,0.1095,0.062,0.0475,31,10.8,4.7,20.2,26.3
1,3,178,0.1897,0.1556,0.0341,31.5,-4.6,5.2,36.1,26.3
3,3,557,0.194,0.172,0.022,45.2,9.5,18.9,35.7,26.3
4,2,678,0.1268,0.0966,0.0302,33.2,-2.4,6.9,35.6,26.3
4,2,715,0.0728,0.052,0.0208,30.6,12.6,4.3,18,26.3
12,1,41,0.151,0.138,0.013,25.4,-1.5,-0.9,26.9,26.3
12,1,47,0.166,0.142,0.024,25.8,-8.6,-0.5,34.4,26.3
1,2,143,0.1088,0.0767,0.0321,30.9,7,4.5,23.9,26.4
5,3,1028,0.135,0.08,0.055,34.9,-6.2,8.5,41.1,26.4
10,1,1528,0.111,0.1,0.011,35.3,-1.7,8.9,37,26.4
6,2,128,0.097,0.08,0.017,34.8,9,8.4,25.8,26.4
11,2,60,0.356,0.295,0.061,33.5,15.9,7.1,17.6,26.4
1,2,108,0.1367,0.1047,0.032,29,4.7,2.5,24.3,26.5
3,2,485,0.378,0.335,0.043,45.1,19.7,18.6,25.4,26.5
4,2,662,0.2204,0.1582,0.0622,31,4.7,4.5,26.3,26.5
5,1,827,0.2351,0.1775,0.0576,37,-8.2,10.5,45.2,26.5
5,3,1036,0.137,0.074,0.063,32.1,-10.3,5.6,42.4,26.5
5,3,1045,0.081,0.055,0.026,35.4,-7.3,8.9,42.7,26.5
7,3,1209,0.114,0.087,0.027,39,7.3,12.5,31.7,26.5
8,1,1212,0.348,0.3,0.048,42.4,5.1,15.9,37.3,26.5
9,1,1366,0.241,0.192,0.049,36.2,3.1,9.7,33.1,26.5
6,3,26,0.146,0.121,0.025,46.8,11.9,20.3,34.9,26.5
11,2,79,0.17,0.106,0.064,40.6,14.1,14.1,26.5,26.5
1,2,80,0.4606,0.347,0.1136,29.7,-5.3,3.1,35,26.6
3,2,500,0.316,0.284,0.032,40.9,22.2,14.3,18.7,26.6
7,2,1144,0.142,0.122,0.02,33.6,16.3,7,17.3,26.6
8,2,1302,0.126,0.1,0.026,41.4,22.2,14.8,19.2,26.6
10,2,1565,0.256,0.196,0.06,30,6,3.4,24,26.6
1,3,176,0.2006,0.1624,0.0382,31.2,-8.9,4.5,40.1,26.7
1,3,182,0.149,0.0925,0.0565,35.1,-6.3,8.4,41.4,26.7
2,2,341,0.155,0.131,0.024,25.4,8.5,-1.3,16.9,26.7
3,2,514,0.123,0.106,0.017,41.7,18.6,15,23.1,26.7
4,2,688,0.1137,0.0877,0.026,35.1,-4.9,8.4,40,26.7
8,1,1234,0.236,0.218,0.018,42.6,4.1,15.9,38.5,26.7
8,1,1259,0.107,0.091,0.016,41,5.6,14.3,35.4,26.7
8,2,1288,0.21,0.146,0.064,41.4,25.7,14.7,15.7,26.7
9,1,1388,0.12,0.076,0.044,36.3,-1.2,9.6,37.5,26.7
9,2,1402,0.313,0.25,0.063,38.5,17.6,11.8,20.9,26.7
6,3,14,0.195,0.156,0.039,47,6.2,20.3,40.8,26.7
