sub,POA,token,syll_dur,v_dur,vot,Av,Ahi,max23,HiDiff,F23Diff
10,1,1536,0.117,0.097,0.02,36,-5.2,4.8,41.2,31.2
6,3,41,0.115,0.086,0.029,48,7.7,16.8,40.3,31.2
1,1,53,0.0639,0.0478,0.0161,28.9,-8,-2.4,36.9,31.3
1,1,73,0.0662,0.049,0.0172,29,-1.9,-2.3,30.9,31.3
3,2,491,0.384,0.331,0.053,45.7,16.1,14.4,29.6,31.3
3,2,513,0.117,0.105,0.012,43.5,11,12.2,32.5,31.3
3,2,523,0.131,0.121,0.01,42.2,17.6,10.9,24.6,31.3
7,2,1152,0.09,0.077,0.013,35.4,15.6,4.1,19.8,31.3
6,2,93,0.245,0.197,0.048,48.6,17.3,17.3,31.3,31.3
3,2,517,0.127,0.115,0.012,45.2,18.9,13.8,26.3,31.4
5,2,969,0.1151,0.0762,0.0389,28.2,-1.9,-3.2,30.1,31.4
8,2,1277,0.348,0.262,0.086,42.8,19.4,11.4,23.4,31.4
6,2,108,0.212,0.195,0.017,43.6,12.2,12.2,31.4,31.4
12,1,42,0.169,0.14,0.029,25.9,-7.7,-5.5,33.6,31.4
12,1,45,0.17,0.153,0.017,27.6,-5.4,-3.8,33,31.4
3,2,505,0.306,0.279,0.027,42.7,19,11.2,23.7,31.5
4,2,657,0.218,0.1766,0.0414,40,7.5,8.5,32.5,31.5
5,1,828,0.2233,0.1832,0.0401,39.4,-13.2,7.9,52.6,31.5
5,3,1059,0.089,0.059,0.03,34.8,-3.7,3.3,38.5,31.5
12,1,40,0.168,0.147,0.021,25.6,-3,-5.9,28.6,31.5
6,2,95,0.256,0.219,0.037,47.17,17.4,15.6,29.77,31.57
1,1,62,0.086,0.0618,0.0242,28.9,1.1,-2.7,27.8,31.6
3,1,417,0.321,0.253,0.068,49.9,12.7,18.3,37.2,31.6
4,1,599,0.0752,0.06,0.0152,27.2,-16.9,-4.4,44.1,31.6
9,1,1378,0.103,0.088,0.015,37.7,-9.1,6.1,46.8,31.6
10,1,1519,0.088,0.08,0.008,43,-0.6,11.4,43.6,31.6
10,1,1533,0.121,0.089,0.032,32.3,-6.5,0.7,38.8,31.6
1,1,78,0.1144,0.0837,0.0307,34.1,-6.5,2.4,40.6,31.7
2,1,278,0.157,0.129,0.028,20.9,-15.6,-10.8,36.5,31.7
3,1,448,0.163,0.153,0.01,46.9,7.9,15.2,39,31.7
4,1,604,0.0917,0.0795,0.0122,28.8,-9.3,-2.9,38.1,31.7
4,1,644,0.0737,0.0485,0.0252,47.3,6.7,15.6,40.6,31.7
4,2,654,0.2311,0.1825,0.0486,31.2,4.1,-0.5,27.1,31.7
4,2,675,0.1315,0.0954,0.0361,32.4,-9.7,0.7,42.1,31.7
5,1,829,0.217,0.164,0.053,39.4,-12.4,7.7,51.8,31.7
5,1,830,0.2215,0.1669,0.0546,38.4,-7.4,6.7,45.8,31.7
11,1,39,0.128,0.111,0.017,39.6,-1.4,7.9,41,31.7
2,1,249,0.505,0.378,0.127,36.3,2.5,4.5,33.8,31.8
2,2,350,0.091,0.063,0.028,36.9,13.6,5.1,23.3,31.8
3,1,408,0.403,0.342,0.061,46,10.2,14.2,35.8,31.8
4,1,607,0.1072,0.0972,0.01,31.7,-3.5,-0.1,35.2,31.8
4,1,624,0.0586,0.0476,0.011,40.6,-8.6,8.8,49.2,31.8
4,2,668,0.1215,0.0871,0.0344,34,-5.9,2.2,39.9,31.8
4,2,706,0.0971,0.0675,0.0296,33.9,9.2,2.1,24.7,31.8
4,2,707,0.0634,0.0515,0.0119,32.8,10.1,1,22.7,31.8
5,1,815,0.358,0.285,0.073,40.7,2.3,8.9,38.4,31.8
7,1,1113,0.124,0.106,0.018,30.8,-5.7,-1,36.5,31.8
1,1,68,0.0658,0.0431,0.0227,30.6,-1.4,-1.3,32,31.9
1,2,124,0.1003,0.0709,0.0294,35.1,18.5,3.2,16.6,31.9
4,3,812,0.0784,0.0701,0.0083,37.5,-5.6,5.6,43.1,31.9
5,2,985,0.0882,0.0636,0.0246,41,3.4,9.1,37.6,31.9
12,1,7,0.428,0.37,0.058,24.4,-13.2,-7.5,37.6,31.9
12,1,36,0.17,0.157,0.013,32.3,-9.2,0.4,41.5,31.9
1,2,144,0.106,0.0798,0.0262,33.6,10.8,1.6,22.8,32
8,2,1283,0.195,0.144,0.051,42.3,18.4,10.3,23.9,32
9,2,1407,0.143,0.109,0.034,44,15.3,12,28.7,32
4,1,570,0.2258,0.1961,0.0297,36.2,-1.8,4.1,38,32.1
4,1,578,0.0748,0.06,0.0148,35.4,-5.9,3.3,41.3,32.1
5,1,836,0.2022,0.1586,0.0436,36.7,-13.1,4.6,49.8,32.1
5,1,858,0.1252,0.0766,0.0486,34.6,-10.6,2.5,45.2,32.1
7,3,1207,0.115,0.084,0.031,39,3.7,6.9,35.3,32.1
8,1,1256,0.112,0.097,0.015,46,6.1,13.9,39.9,32.1
9,2,1408,0.15,0.122,0.028,45.9,21.6,13.8,24.3,32.1
2,1,280,0.144,0.121,0.023,19.7,-16.5,-12.5,36.2,32.2
3,1,427,0.285,0.246,0.039,42.8,3,10.6,39.8,32.2
5,1,848,0.1276,0.1041,0.0235,37,-9.5,4.8,46.5,32.2
7,1,1085,0.351,0.334,0.017,31.7,3.5,-0.5,28.2,32.2
8,1,1211,0.365,0.327,0.038,46.2,8.1,14,38.1,32.2
9,1,1391,0.075,0.045,0.03,49.7,7.8,17.5,41.9,32.2
6,2,127,0.103,0.094,0.009,44.5,12.3,12.3,32.2,32.2
4,1,574,0.2004,0.1779,0.0225,32.5,-0.4,0.2,32.9,32.3
4,1,602,0.0923,0.0714,0.0209,33.9,-15.5,1.6,49.4,32.3
4,2,666,0.2068,0.1635,0.0433,35.2,-2.3,2.9,37.5,32.3
5,1,864,0.1384,0.0849,0.0535,39.2,-9.7,6.9,48.9,32.3
5,3,1038,0.137,0.082,0.055,36.7,-1.3,4.4,38,32.3
7,2,1154,0.095,0.083,0.012,37.5,22.7,5.2,14.8,32.3
8,2,1268,0.387,0.325,0.062,44.2,16.9,11.9,27.3,32.3
9,2,1420,0.085,0.052,0.033,51.9,26,19.6,25.9,32.3
10,1,1527,0.101,0.081,0.02,38.8,-3.8,6.5,42.6,32.3
10,1,1532,0.106,0.075,0.031,31.4,-7.2,-0.9,38.6,32.3
6,3,33,0.124,0.085,0.039,47.2,4.2,14.9,43,32.3
6,3,43,0.127,0.088,0.039,48.2,12.4,15.9,35.8,32.3
1,1,61,0.0624,0.0448,0.0176,30.8,-1.2,-1.6,32,32.4
4,1,569,0.1971,0.1771,0.02,34.4,1,2,33.4,32.4
4,1,576,0.1819,0.1319,0.05,36.7,3.6,4.3,33.1,32.4
4,3,813,0.0826,0.0759,0.0067,34.3,-11,1.9,45.3,32.4
5,1,832,0.2064,0.1513,0.0551,34.8,-12.9,2.4,47.7,32.4
7,1,1106,0.138,0.119,0.019,30.5,-9.7,-1.9,40.2,32.4
3,1,410,0.388,0.317,0.071,42.1,4.3,9.6,37.8,32.5
4,1,598,0.0867,0.0766,0.0101,27.3,-16.7,-5.2,44,32.5
5,1,825,0.2083,0.1505,0.0578,42.2,-3.4,9.7,45.6,32.5
5,1,855,0.137,0.1058,0.0312,32.7,-15.3,0.2,48,32.5
5,3,1039,0.131,0.079,0.052,33,-10.4,0.5,43.4,32.5
7,1,1082,0.341,0.323,0.018,28,7.9,-4.5,20.1,32.5
7,2,1153,0.104,0.09,0.014,39,19.3,6.5,19.7,32.5
8,2,1292,0.211,0.147,0.064,45.9,21.4,13.4,24.5,32.5
11,2,88,0.176,0.123,0.053,37.7,12.2,5.2,25.5,32.5
1,1,60,0.0797,0.0612,0.0185,30.5,1.9,-2.1,28.6,32.6
4,2,709,0.0782,0.0604,0.0178,32.9,4.7,0.3,28.2,32.6
7,2,1150,0.084,0.072,0.012,36.4,17.7,3.8,18.7,32.6
8,1,1261,0.108,0.092,0.016,46.2,8.3,13.6,37.9,32.6
6,3,21,0.194,0.148,0.046,44.9,12.2,12.3,32.7,32.6
6,2,109,0.218,0.196,0.022,43.1,10.6,10.5,32.5,32.6
11,2,82,0.17,0.131,0.039,41,12.3,8.4,28.7,32.6
3,2,501,0.281,0.262,0.019,44.3,21.6,11.6,22.7,32.7
4,1,636,0.0622,0.0533,0.0089,42.8,-8,10.1,50.8,32.7
5,1,838,0.2194,0.159,0.0604,38.7,-12.5,6,51.2,32.7
5,3,1054,0.105,0.07,0.035,35.1,-10.4,2.4,45.5,32.7
5,3,1057,0.093,0.057,0.036,36.2,-5.9,3.5,42.1,32.7
10,1,1535,0.096,0.087,0.009,34.7,2.7,2,32,32.7
12,1,29,0.159,0.147,0.012,33.3,-7.5,0.6,40.8,32.7
2,1,287,0.093,0.082,0.011,22.9,-21.2,-9.9,44.1,32.8
3,1,422,0.31,0.241,0.069,43.3,10,10.5,33.3,32.8
5,1,908,0.0764,0.052,0.0244,34.9,-15.9,2.1,50.8,32.8
9,1,1384,0.149,0.126,0.023,39.5,-8.5,6.7,48,32.8
2,2,336,0.142,0.115,0.027,31.7,6.8,-1.2,24.9,32.9
4,2,690,0.1114,0.0877,0.0237,36.6,-4.4,3.7,41,32.9
6,3,36,0.115,0.086,0.029,48.6,13.6,15.7,35,32.9
11,2,86,0.175,0.123,0.052,40.4,13.9,7.5,26.5,32.9
1,2,113,0.1465,0.1218,0.0247,32.4,4.3,-0.6,28.1,33
2,1,270,0.121,0.109,0.012,23.5,-17.4,-9.5,40.9,33
2,2,329,0.114,0.094,0.02,34.3,6.2,1.3,28.1,33
3,2,478,0.408,0.359,0.049,47.2,12.9,14.2,34.3,33
5,1,846,0.1342,0.1017,0.0325,33.5,-17.6,0.5,51.1,33
7,2,1163,0.084,0.074,0.01,36,17.3,3,18.7,33
8,1,1262,0.114,0.099,0.015,45,5.5,12,39.5,33
6,3,34,0.122,0.091,0.031,48,15,15,33,33
4,1,567,0.2134,0.1851,0.0283,38.8,3,5.7,35.8,33.1
4,1,579,0.0775,0.0613,0.0162,37.5,-14.4,4.4,51.9,33.1
4,2,722,0.0776,0.0551,0.0225,44,18.5,10.9,25.5,33.1
5,1,898,0.0606,0.0497,0.0109,34.7,-18.7,1.6,53.4,33.1
7,3,1197,0.13,0.099,0.031,32.9,-3.2,-0.2,36.1,33.1
9,2,1424,0.079,0.05,0.029,41.2,19,8.1,22.2,33.1
6,3,50,0.078,0.057,0.021,40.7,6.6,7.6,34.1,33.1
6,2,97,0.219,0.202,0.017,44.6,11.4,11.5,33.2,33.1
4,2,676,0.1191,0.0936,0.0255,33.6,2.8,0.4,30.8,33.2
5,1,854,0.1373,0.1061,0.0312,32.9,-15.6,-0.3,48.5,33.2
7,1,1087,0.193,0.183,0.01,32.5,-3.2,-0.7,35.7,33.2
11,2,91,0.162,0.132,0.03,38,16.5,4.8,21.5,33.2
1,2,118,0.1306,0.104,0.0266,30.1,2.1,-3.2,28,33.3
3,1,426,0.257,0.225,0.032,42.5,5.2,9.2,37.3,33.3
4,2,704,0.1031,0.0728,0.0303,36.7,12.3,3.4,24.4,33.3
7,1,1092,0.2,0.187,0.013,29.7,-0.3,-3.6,30,33.3
7,1,1095,0.196,0.185,0.011,31.6,-8.8,-1.7,40.4,33.3
2,1,294,0.091,0.08,0.011,22.8,-18.7,-10.6,41.5,33.4
3,1,443,0.174,0.115,0.059,45.4,5.9,12,39.5,33.4
3,2,521,0.117,0.105,0.012,44.9,16.8,11.5,28.1,33.4
4,1,594,0.0883,0.0778,0.0105,32.6,-11.8,-0.8,44.4,33.4
5,3,1060,0.078,0.05,0.028,36,-1.2,2.6,37.2,33.4
7,1,1108,0.114,0.097,0.017,30.1,-7.3,-3.3,37.4,33.4
7,1,1112,0.087,0.07,0.017,30,-10.9,-3.4,40.9,33.4
7,1,1120,0.108,0.095,0.013,29.4,-10.3,-4,39.7,33.4
9,2,1425,0.1,0.081,0.019,44.6,17.5,11.2,27.1,33.4
1,2,155,0.1045,0.0814,0.0231,32.7,12.8,-0.8,19.9,33.5
5,2,986,0.0986,0.0573,0.0413,38.4,9.8,4.9,28.6,33.5
6,3,49,0.078,0.063,0.015,41.4,7.9,7.9,33.5,33.5
6,2,98,0.268,0.216,0.052,41.5,8.1,8,33.4,33.5
11,1,46,0.108,0.093,0.015,40.7,-6.2,7.2,46.9,33.5
11,2,89,0.166,0.119,0.047,38.2,10.5,4.7,27.7,33.5
11,2,90,0.177,0.14,0.037,36.3,17.8,2.8,18.5,33.5
12,1,27,0.153,0.105,0.048,36.8,-1.5,3.3,38.3,33.5
4,1,582,0.1036,0.0774,0.0262,37.8,-10.9,4.2,48.7,33.6
5,2,987,0.0947,0.0407,0.054,37.7,6.1,4.1,31.6,33.6
7,1,1102,0.074,0.061,0.013,34.2,-1.3,0.6,35.5,33.6
8,1,1264,0.105,0.085,0.02,47.8,4.6,14.2,43.2,33.6
9,2,1397,0.359,0.304,0.055,43.9,22.9,10.3,21,33.6
6,2,101,0.218,0.187,0.031,39.6,6.1,6,33.5,33.6
1,1,43,0.0673,0.052,0.0153,35.8,-2.4,2.1,38.2,33.7
3,1,420,0.32,0.252,0.068,44.7,9.1,11,35.6,33.7
4,1,621,0.0677,0.0567,0.011,44,-7.3,10.3,51.3,33.7
4,1,641,0.0561,0.0471,0.009,44.2,-7.3,10.5,51.5,33.7
5,1,866,0.1275,0.0862,0.0413,36.1,-10.5,2.4,46.6,33.7
7,2,1160,0.084,0.072,0.012,39.7,11.7,6,28,33.7
3,2,493,0.356,0.299,0.057,45.9,19,12.1,26.9,33.8
5,2,990,0.098,0.0537,0.0443,38.3,2.4,4.5,35.9,33.8
9,2,1411,0.158,0.128,0.03,47.8,17.6,14,30.2,33.8
6,3,12,0.209,0.179,0.03,49.3,6.7,15.5,42.6,33.8
6,3,22,0.17,0.139,0.031,47.5,13.9,13.7,33.6,33.8
11,1,9,0.46,0.363,0.097,30.7,-1,-3.1,31.7,33.8
4,1,631,0.0602,0.05,0.0102,41.8,-8.3,7.9,50.1,33.9
5,1,831,0.2272,0.1703,0.0569,36.6,-12.1,2.7,48.7,33.9
8,1,1246,0.101,0.083,0.018,43.7,11.1,9.8,32.6,33.9
4,1,595,0.0922,0.0818,0.0104,33.9,-9.7,-0.1,43.6,34
5,1,906,0.0602,0.0491,0.0111,33.1,-17.5,-0.9,50.6,34
9,2,1436,0.085,0.072,0.013,49.2,20.6,15.2,28.6,34
5,1,837,0.1985,0.1668,0.0317,39.5,-4.8,5.4,44.3,34.1
5,1,895,0.0877,0.0498,0.0379,37.2,-15.6,3.1,52.8,34.1
7,2,1138,0.148,0.123,0.025,36.1,12.4,2,23.7,34.1
8,1,1248,0.096,0.081,0.015,47.2,4.8,13.1,42.4,34.1
2,1,284,0.089,0.077,0.012,26.1,-20.6,-8.1,46.7,34.2
3,1,413,0.385,0.336,0.049,43.1,5.8,8.9,37.3,34.2
3,2,479,0.388,0.345,0.043,49.1,14,14.9,35.1,34.2
4,1,565,0.2027,0.1819,0.0208,40.5,2.8,6.3,37.7,34.2
9,1,1376,0.129,0.09,0.039,43.3,4.3,9.1,39,34.2
11,1,10,0.413,0.339,0.074,34,-1.2,-0.2,35.2,34.2
11,2,81,0.176,0.122,0.054,41.2,12.1,7,29.1,34.2
12,1,28,0.212,0.18,0.032,30.6,-8.4,-3.6,39,34.2
1,1,52,0.0795,0.0553,0.0242,32.8,-2.5,-1.5,35.3,34.3
3,2,487,0.38,0.333,0.047,43.3,19.8,9,23.5,34.3
8,2,1306,0.158,0.124,0.034,45.2,24.3,10.9,20.9,34.3
6,3,17,0.18,0.16,0.02,46.3,13.5,12,32.8,34.3
11,2,80,0.174,0.125,0.049,41.3,12.5,7,28.8,34.3
3,1,437,0.148,0.129,0.019,42,1.6,7.6,40.4,34.4
4,1,626,0.0747,0.0608,0.0139,43.4,2.8,9,40.6,34.4
4,2,683,0.1262,0.0711,0.0551,36.6,-6.4,2.2,43,34.4
5,1,904,0.0711,0.0433,0.0278,34.5,-14.3,0.1,48.8,34.4
5,3,1035,0.138,0.092,0.046,37.9,-13.3,3.5,51.2,34.4
9,1,1381,0.099,0.086,0.013,41.8,-6.8,7.4,48.6,34.4
2,1,262,0.112,0.1,0.012,23.3,-8.7,-11.2,32,34.5
3,1,415,0.403,0.343,0.06,42.3,2.8,7.8,39.5,34.5
3,1,454,0.199,0.188,0.011,43.4,5.2,8.9,38.2,34.5
4,1,600,0.1034,0.0924,0.011,34.3,-13.7,-0.2,48,34.5
4,1,617,0.0623,0.0538,0.0085,43.2,6.7,8.7,36.5,34.5
5,2,991,0.1009,0.0543,0.0466,37.3,6.6,2.8,30.7,34.5
7,1,1078,0.294,0.278,0.016,33.6,5.6,-0.9,28,34.5
9,2,1430,0.082,0.066,0.016,43.8,16.7,9.3,27.1,34.5
8,1,1241,0.074,0.059,0.015,45.4,5.1,10.8,40.3,34.6
2,1,274,0.159,0.144,0.015,23.3,-17.3,-11.4,40.6,34.7
2,1,296,0.0872,0.075,0.0122,21.8,-16.9,-12.9,38.7,34.7
2,1,297,0.099,0.088,0.011,24.7,-14,-10,38.7,34.7
3,1,429,0.287,0.238,0.049,40.7,0.1,6,40.6,34.7
3,2,490,0.375,0.335,0.04,47.8,18.5,13.1,29.3,34.7
9,2,1405,0.154,0.113,0.041,47.6,19.1,12.9,28.5,34.7
6,2,112,0.15,0.132,0.018,51.8,15,17.1,36.8,34.7
3,2,482,0.378,0.33,0.048,45.3,18.3,10.5,27,34.8
4,2,726,0.0645,0.0491,0.0154,39.6,18.8,4.8,20.8,34.8
5,1,860,0.1305,0.0866,0.0439,39.9,-9,5.1,48.9,34.8
5,2,995,0.0837,0.0415,0.0422,38.2,10.9,3.4,27.3,34.8
10,1,1510,0.149,0.134,0.015,32.2,-5.4,-2.6,37.6,34.8
11,1,22,0.34,0.272,0.068,27.3,-10.2,-7.5,37.5,34.8
11,1,41,0.116,0.094,0.022,41.2,-1,6.4,42.2,34.8
1,1,45,0.0597,0.0469,0.0128,33.6,-1.2,-1.3,34.8,34.9
4,1,573,0.19,0.1682,0.0218,37.4,-0.08,2.5,37.48,34.9
4,1,585,0.091,0.0774,0.0136,35,-15.6,0.1,50.6,34.9
8,1,1255,0.109,0.096,0.013,45.3,9.1,10.4,36.2,34.9
2,2,328,0.12,0.096,0.024,36.7,4.1,1.7,32.6,35
2,2,330,0.12,0.102,0.018,32,7.2,-3,24.8,35
3,2,502,0.288,0.259,0.029,46.6,20.7,11.6,25.9,35
4,2,689,0.1007,0.0734,0.0273,31.1,14.9,-3.9,16.2,35
7,1,1080,0.259,0.24,0.019,33,-3.3,-2,36.3,35
9,1,1373,0.096,0.085,0.011,47,-10.3,12,57.3,35
6,2,115,0.153,0.132,0.021,48.9,11.7,13.9,37.2,35
3,3,553,0.206,0.182,0.024,50,12.6,14.9,37.4,35.1
5,1,914,0.0587,0.0432,0.0155,36.8,-13.5,1.7,50.3,35.1
7,2,1136,0.168,0.144,0.024,35.9,17.2,0.8,18.7,35.1
7,2,1162,0.084,0.073,0.011,37,16.9,1.9,20.1,35.1
6,2,94,0.267,0.202,0.065,43.6,8.8,8.5,34.8,35.1
6,2,119,0.158,0.113,0.045,45.7,9.5,10.6,36.2,35.1
2,1,261,0.122,0.111,0.011,23.1,-23,-12.1,46.1,35.2
2,2,353,0.084,0.064,0.02,39.8,10.6,4.6,29.2,35.2
3,1,421,0.285,0.233,0.052,47.3,6.9,12.1,40.4,35.2
3,1,446,0.165,0.147,0.018,44.8,4.6,9.6,40.2,35.2
4,1,603,0.0867,0.077,0.0097,34,-3.5,-1.2,37.5,35.2
4,2,679,0.1155,0.0835,0.032,34.2,-5.2,-1,39.4,35.2
9,2,1415,0.16,0.122,0.038,48,19.5,12.8,28.5,35.2
6,2,116,0.162,0.145,0.017,48.3,5,13.1,43.3,35.2
1,1,75,0.0817,0.0569,0.0248,33.5,1.1,-1.8,32.4,35.3
2,1,259,0.134,0.122,0.012,25,-16,-10.3,41,35.3
3,1,433,0.153,0.118,0.035,46.8,5.8,11.5,41,35.3
3,1,445,0.16,0.147,0.013,40.5,-1.1,5.2,41.6,35.3
3,1,459,0.126,0.11,0.016,40.2,4.8,4.9,35.4,35.3
9,1,1386,0.134,0.111,0.023,35.7,-10.1,0.4,45.8,35.3
10,1,1523,0.126,0.11,0.016,37,-7.1,1.7,44.1,35.3
6,3,19,0.187,0.172,0.015,45.1,9.8,9.8,35.3,35.3
6,2,129,0.095,0.079,0.016,45.5,10.3,10.2,35.2,35.3
11,1,7,0.417,0.328,0.089,34.1,0.6,-1.2,33.5,35.3
1,1,38,0.1519,0.1233,0.0286,31.3,-7.8,-4.1,39.1,35.4
3,1,430,0.294,0.262,0.032,40.8,0.4,5.4,40.4,35.4
3,2,506,0.279,0.259,0.02,45.8,17,10.4,28.8,35.4
5,3,1048,0.105,0.055,0.05,36.1,-14.8,0.7,50.9,35.4
5,3,1062,0.114,0.084,0.03,39,-6.6,3.6,45.6,35.4
8,1,1249,0.093,0.076,0.017,46.1,9,10.7,37.1,35.4
9,1,1394,0.117,0.101,0.016,49.6,-7.9,14.2,57.5,35.4
3,2,508,0.299,0.277,0.022,47.8,23.6,12.3,24.2,35.5
4,1,608,0.0807,0.0696,0.0111,29.8,-2,-5.7,31.8,35.5
5,1,849,0.1269,0.0949,0.032,36.3,-13.4,0.8,49.7,35.5
6,2,110,0.172,0.158,0.014,47.5,12,12,35.5,35.5
6,2,126,0.106,0.088,0.018,46.8,11.3,11.3,35.5,35.5
2,2,352,0.099,0.078,0.021,37.7,11.3,2.1,26.4,35.6
4,1,646,0.0904,0.0638,0.0266,48.4,5.7,12.8,42.7,35.6
10,1,1512,0.155,0.131,0.024,32.4,-2.6,-3.2,35,35.6
10,1,1513,0.159,0.129,0.03,31.3,-2.6,-4.3,33.9,35.6
6,2,118,0.176,0.159,0.017,45.3,7.8,9.7,37.5,35.6
4,1,614,0.0644,0.0528,0.0116,43.9,8.6,8.2,35.3,35.7
8,1,1250,0.089,0.074,0.015,43.5,3.6,7.8,39.9,35.7
9,1,1372,0.104,0.079,0.025,46.5,-4.3,10.8,50.8,35.7
10,1,1522,0.084,0.075,0.009,36.8,-6.8,1.1,43.6,35.7
6,2,100,0.23,0.204,0.026,45,9.3,9.3,35.7,35.7
1,1,44,0.0578,0.0437,0.0141,33.6,-2.8,-2.2,36.4,35.8
3,1,447,0.161,0.146,0.015,45.8,2.1,10,43.7,35.8
3,2,494,0.371,0.341,0.03,45.2,15.9,9.4,29.3,35.8
9,2,1421,0.084,0.059,0.025,45.9,21.3,10.1,24.6,35.8
11,1,19,0.378,0.309,0.069,29.2,-5.9,-6.6,35.1,35.8
3,1,450,0.18,0.165,0.015,43.1,0.4,7.2,42.7,35.9
4,1,589,0.0909,0.0803,0.0106,33.8,-7.8,-2.1,41.6,35.9
9,2,1429,0.113,0.092,0.021,46.6,17.2,10.7,29.4,35.9
11,2,85,0.176,0.129,0.047,42.2,16.2,6.3,26,35.9
1,2,150,0.1117,0.0864,0.0253,35.2,10.7,-0.8,24.5,36
3,1,467,0.103,0.095,0.008,44.5,2.6,8.5,41.9,36
3,2,489,0.369,0.319,0.05,48.3,21,12.3,27.3,36
6,2,120,0.153,0.137,0.016,48.5,8.7,12.5,39.8,36
3,2,525,0.125,0.111,0.014,45.8,10.8,9.7,35,36.1
4,2,669,0.1339,0.1037,0.0302,33.2,-4.5,-2.9,37.7,36.1
5,1,845,0.1471,0.1136,0.0335,39.3,-16.7,3.2,56,36.1
5,3,1056,0.076,0.055,0.021,36.1,-11.9,0,48,36.1
8,1,1260,0.112,0.097,0.015,47.5,2.3,11.4,45.2,36.1
6,3,40,0.137,0.101,0.036,44.2,8.1,8.1,36.1,36.1
6,3,53,0.087,0.067,0.02,43.7,6.3,7.6,37.4,36.1
2,1,273,0.143,0.132,0.011,23.4,-15.6,-12.8,39,36.2
3,1,456,0.105,0.094,0.011,45.4,2.4,9.2,43,36.2
4,1,622,0.0596,0.0483,0.0113,43.4,-3.4,7.2,46.8,36.2
4,1,645,0.0566,0.0384,0.0182,48,-2.1,11.8,50.1,36.2
4,2,677,0.1143,0.0734,0.0409,33.2,-6.9,-3,40.1,36.2
5,1,872,0.0889,0.0762,0.0127,35.9,-18.1,-0.3,54,36.2
5,3,1041,0.127,0.083,0.044,33.7,-7,-2.5,40.7,36.2
7,2,1134,0.149,0.131,0.018,39.2,22.9,3,16.3,36.2
5,1,865,0.1247,0.0917,0.033,37.2,-16.1,0.9,53.3,36.3
5,1,870,0.07,0.049,0.021,35.8,-15,-0.5,50.8,36.3
11,1,23,0.336,0.262,0.074,30.2,-8.6,-6.1,38.8,36.3
2,2,349,0.098,0.067,0.031,38.9,14.5,2.5,24.4,36.4
4,1,588,0.0855,0.0748,0.0107,36.5,-5.4,0.1,41.9,36.4
6,2,99,0.268,0.222,0.046,44.7,11.4,8.3,33.3,36.4
6,2,106,0.212,0.172,0.04,44.5,8.1,8.1,36.4,36.4
1,2,129,0.1061,0.0774,0.0287,35.9,7,-0.6,28.9,36.5
4,2,686,0.1013,0.0675,0.0338,31.1,4.4,-5.4,26.7,36.5
9,2,1433,0.096,0.08,0.016,47.3,19.1,10.8,28.2,36.5
2,2,351,0.118,0.07,0.048,38.3,12,1.7,26.3,36.6
4,1,640,0.0575,0.0484,0.0091,42.8,-7.8,6.2,50.6,36.6
4,2,674,0.1203,0.0888,0.0315,37.1,-3,0.5,40.1,36.6
5,1,859,0.1137,0.093,0.0207,36.4,-11.3,-0.2,47.7,36.6
8,1,1257,0.111,0.094,0.017,48.1,6.7,11.5,41.4,36.6
10,1,1505,0.174,0.15,0.024,32.9,-12.8,-3.7,45.7,36.6
8,1,1247,0.088,0.07,0.018,47.1,3.2,10.4,43.9,36.7
9,2,1423,0.087,0.068,0.019,47.5,20.5,10.8,27,36.7
3,1,432,0.281,0.235,0.046,42.6,1,5.8,41.6,36.8
4,1,625,0.0637,0.0521,0.0116,40,-6.2,3.2,46.2,36.8
4,1,627,0.0626,0.0509,0.0117,40.6,-0.9,3.8,41.5,36.8
4,1,633,0.0678,0.0586,0.0092,43.3,3.8,6.5,39.5,36.8
9,1,1371,0.113,0.102,0.011,43.1,-5,6.3,48.1,36.8
6,3,37,0.124,0.093,0.031,45.7,8.8,8.9,36.9,36.8
3,1,442,0.147,0.137,0.01,45.3,0.7,8.4,44.6,36.9
4,1,613,0.1136,0.101,0.0126,28.6,-11.6,-8.3,40.2,36.9
5,1,823,0.391,0.317,0.074,42.5,3,5.6,39.5,36.9
5,1,917,0.069,0.0417,0.0273,32.7,-18.5,-4.2,51.2,36.9
6,3,15,0.196,0.162,0.034,44.7,7.8,7.8,36.9,36.9
3,1,428,0.332,0.295,0.037,41.3,0.04,4.2,41.26,37.1
3,1,436,0.151,0.128,0.023,45.5,6.4,8.4,39.1,37.1
4,1,619,0.0676,0.0527,0.0149,42,-2.8,4.9,44.8,37.1
5,1,834,0.2089,0.1677,0.0412,38.5,-14.2,1.4,52.7,37.1
8,1,1265,0.209,0.192,0.017,44.9,2.9,7.8,42,37.1
9,1,1379,0.115,0.109,0.006,42.8,-14.7,5.7,57.5,37.1
6,2,124,0.096,0.077,0.019,47.4,10.4,10.3,37,37.1
1,1,77,0.0689,0.0525,0.0164,31.3,-10.1,-5.9,41.4,37.2
3,1,449,0.159,0.144,0.015,46.3,6,9.1,40.3,37.2
4,1,628,0.0614,0.0512,0.0102,42.6,-1.6,5.4,44.2,37.2
5,1,840,0.1988,0.1578,0.041,38.1,-10.9,0.9,49,37.2
5,2,988,0.0983,0.0506,0.0477,38.4,2.5,1.2,35.9,37.2
7,1,1116,0.13,0.117,0.013,32.7,-2.8,-4.5,35.5,37.2
